TeamId,TeamName,SubmissionDate,Score
2739812,E.Nik,"2019-02-10 00:30:24",2.06354
2739812,E.Nik,"2019-02-10 00:36:10",2.06000
2739812,E.Nik,"2019-02-10 00:40:48",2.05653
2739295,arj7192,"2019-02-10 01:15:52",1.99413
2739295,arj7192,"2019-02-10 01:18:34",1.98624
2739295,arj7192,"2019-02-10 01:28:25",1.98556
2739334,"PC Jimmmy","2019-02-10 01:47:54",1.99751
2730958,"Kamal Chhirang","2019-02-10 02:38:43",1.99119
2737447,"Noah Purcell","2019-02-10 02:44:39",7.13213
2737447,"Noah Purcell","2019-02-10 03:06:36",2.73173
2740048,"Tetyana Yatsenko","2019-02-10 05:09:17",1.99119
2740048,"Tetyana Yatsenko","2019-02-10 05:12:59",1.98126
2743970,juanfranceschini,"2019-02-10 05:24:20",2.67065
2730892,"Rupa Lahiri","2019-02-10 06:48:03",2.67065
2738938,ra_molina,"2019-02-10 07:18:52",2.21260
2733992,"Johan Wallgren","2019-02-10 07:38:14",2.18243
2733992,"Johan Wallgren","2019-02-10 07:43:33",2.17958
2738748,AnanayMital,"2019-02-10 07:56:59",1.99119
2741079,quamer23,"2019-02-10 09:21:42",2.32342
2740737,RahulSharma,"2019-02-10 10:59:38",2.59040
2740737,RahulSharma,"2019-02-10 11:04:18",2.56021
2742437,"Max Halford","2019-02-10 11:31:38",2.08788
2742437,"Max Halford","2019-02-10 12:00:56",1.98550
2745413,WilhelmWedernikow,"2019-02-10 12:36:04",1.99119
2739118,MaxL,"2019-02-10 13:02:04",2.06818
2730892,"Rupa Lahiri","2019-02-10 13:36:08",2.50447
2745597,wentixiaogege,"2019-02-10 13:49:43",1.99119
2739939,"Andrey Puzanov","2019-02-10 14:19:26",3.29775
2737428,"Rajeev ranjan","2019-02-10 14:20:16",12.68065
2737428,"Rajeev ranjan","2019-02-10 15:01:08",2.99198
2737180,Shadieq,"2019-02-10 15:30:00",4.93860
2737180,Shadieq,"2019-02-10 15:38:04",3.79138
2737447,"Noah Purcell","2019-02-10 15:44:53",2.64811
2737447,"Noah Purcell","2019-02-10 15:45:42",2.62286
2742520,wyegelwe,"2019-02-10 17:39:39",2.68054
2746222,"Inderpreet Singh","2019-02-10 17:50:17",2.88065
2741930,MURTAZA,"2019-02-10 17:50:27",7.14293
2734498,Aman.cyberia,"2019-02-10 17:58:21",1.99119
2745454,"Christian Johansson","2019-02-10 18:15:37",3.20498
2737646,"B H","2019-02-10 18:15:54",2.02127
2742991,Ashirwad,"2019-02-10 18:17:16",17.15212
2742991,Ashirwad,"2019-02-10 18:17:48",14.34311
2742437,"Max Halford","2019-02-10 18:18:05",1.88816
2742991,Ashirwad,"2019-02-10 18:18:35",14.34302
2730592,"Arunkumar V Ramanan","2019-02-10 18:28:25",1.99119
2742991,Ashirwad,"2019-02-10 18:32:31",14.17044
2742991,Ashirwad,"2019-02-10 18:41:17",3.61220
2742991,Ashirwad,"2019-02-10 18:41:40",2.86177
2737868,EnricRovira,"2019-02-10 19:19:04",2.07179
2746304,"Kannan Narayanan","2019-02-10 19:24:21",6.14790
2740737,RahulSharma,"2019-02-10 19:27:55",2.55861
2732258,Holar,"2019-02-10 19:31:18",2.03057
2738450,"Stephen Howard","2019-02-10 19:33:44",2.41762
2745960,SourtyRaphaël,"2019-02-10 19:53:59",2.24743
2732258,Holar,"2019-02-10 19:55:40",2.02897
2745960,SourtyRaphaël,"2019-02-10 19:56:05",2.24629
2745746,"Taylor Sloane","2019-02-10 20:32:02",2.58002
2742970,"Andrey Nikishaev","2019-02-10 20:44:46",1.97801
2742970,"Andrey Nikishaev","2019-02-10 20:45:07",1.97757
2742599,Matthew,"2019-02-10 20:45:32",2.77404
2732258,Holar,"2019-02-10 20:48:40",1.98703
2742970,"Andrey Nikishaev","2019-02-10 20:55:13",1.97660
2738450,"Stephen Howard","2019-02-10 20:59:53",2.14987
2742970,"Andrey Nikishaev","2019-02-10 21:32:08",1.97610
2742970,"Andrey Nikishaev","2019-02-10 21:32:50",1.97597
2742437,"Max Halford","2019-02-10 21:43:20",1.88551
2739949,KimposiPungmudong,"2019-02-10 21:43:27",1.95517
2742437,"Max Halford","2019-02-10 21:44:09",1.88303
2738938,ra_molina,"2019-02-10 23:01:11",2.19015
2742599,Matthew,"2019-02-10 23:09:11",2.76225
2742599,Matthew,"2019-02-10 23:10:40",2.76023
2745746,"Taylor Sloane","2019-02-10 23:22:44",2.54022
2739949,KimposiPungmudong,"2019-02-11 00:50:07",1.94895
2739995,"Maloy Quinn","2019-02-11 01:13:20",5.64295
2746739,"Olivier St-Amand","2019-02-11 01:18:02",2.61683
2739812,E.Nik,"2019-02-11 01:24:14",1.99641
2735117,JinHao,"2019-02-11 01:38:12",2.03840
2735117,JinHao,"2019-02-11 02:23:28",2.03166
2737646,"B H","2019-02-11 02:47:12",1.93315
2735117,JinHao,"2019-02-11 02:59:10",2.03026
2742599,Matthew,"2019-02-11 02:59:27",2.75329
2738938,ra_molina,"2019-02-11 03:12:36",2.12463
2738938,ra_molina,"2019-02-11 03:17:43",2.11567
2746739,"Olivier St-Amand","2019-02-11 03:21:02",2.56521
2740204,"Janie Tran","2019-02-11 03:33:30",2.18061
2734907,saketOz,"2019-02-11 03:39:08",2.17870
2742551,"Aziz Belkhir","2019-02-11 03:51:22",6.54098
2735117,JinHao,"2019-02-11 04:07:03",1.96888
2730592,"Arunkumar V Ramanan","2019-02-11 05:06:46",1.94895
2740048,"Tetyana Yatsenko","2019-02-11 05:27:14",1.94813
2742094,"Andrew Lukyanenko","2019-02-11 05:29:42",4.81992
2740523,SoohanAhn,"2019-02-11 06:09:55",6.17712
2735117,JinHao,"2019-02-11 06:10:57",1.95088
2747422,"Hue Chou","2019-02-11 06:14:27",2.70464
2748054,Benzamin,"2019-02-11 06:39:07",1.94895
2735117,JinHao,"2019-02-11 07:04:56",1.94936
2748072,"Vaibhav Birla","2019-02-11 07:26:49",2.63903
2748014,"Ajinkya Chavan","2019-02-11 07:37:11",14.31381
2745555,-perennial-from-south-,"2019-02-11 07:42:57",1.99119
2748014,"Ajinkya Chavan","2019-02-11 07:45:39",3.04554
2745555,-perennial-from-south-,"2019-02-11 07:54:15",1.94895
2745555,-perennial-from-south-,"2019-02-11 07:54:23",1.94744
2741930,MURTAZA,"2019-02-11 07:54:42",7.13892
2730958,"Kamal Chhirang","2019-02-11 08:14:43",1.98987
2741930,MURTAZA,"2019-02-11 08:23:26",4.11804
2735812,Geek,"2019-02-11 08:44:07",3.10648
2735812,Geek,"2019-02-11 08:45:52",2.90497
2730958,"Kamal Chhirang","2019-02-11 08:46:58",1.95432
2741930,MURTAZA,"2019-02-11 09:05:36",2.63850
2736620,"Bastien Dechamps","2019-02-11 09:11:53",1.94733
2748333,Randy,"2019-02-11 09:14:02",4.81992
2741711,tatei,"2019-02-11 09:28:21",2.67344
2748444,"simple rules","2019-02-11 09:43:28",1.94744
2730592,"Arunkumar V Ramanan","2019-02-11 09:43:41",1.94733
2733307,mattemyo,"2019-02-11 09:45:23",2.08255
2730958,"Kamal Chhirang","2019-02-11 10:58:46",1.94744
2741711,tatei,"2019-02-11 11:02:34",2.18708
2735589,"Nagaraju Oruganti","2019-02-11 11:53:08",2.18409
2738450,"Stephen Howard","2019-02-11 12:14:52",2.12338
2737646,"B H","2019-02-11 12:42:00",1.92875
2740523,SoohanAhn,"2019-02-11 13:16:52",2.60419
2742107,robinguo,"2019-02-11 13:27:04",16.26977
2734498,Aman.cyberia,"2019-02-11 13:39:59",1.94733
2740523,SoohanAhn,"2019-02-11 13:44:19",2.59568
2749327,HermannZeGerman,"2019-02-11 14:03:37",2.67065
2731800,"jordon dyer","2019-02-11 14:07:26",1.94909
2737646,"B H","2019-02-11 14:13:19",1.89302
2739812,E.Nik,"2019-02-11 14:26:34",1.96270
2742107,robinguo,"2019-02-11 14:33:20",13.59851
2732258,Holar,"2019-02-11 14:58:51",1.97824
2730958,"Kamal Chhirang","2019-02-11 14:59:29",1.92486
2730958,"Kamal Chhirang","2019-02-11 15:49:44",1.91391
2749786,andrekos,"2019-02-11 15:55:36",1.92319
2749786,andrekos,"2019-02-11 16:26:48",1.91502
2737646,"B H","2019-02-11 16:41:44",1.88675
2742094,"Andrew Lukyanenko","2019-02-11 16:42:34",2.07654
2745977,ruchibahl,"2019-02-11 16:46:02",1.91391
2745352,"Zbarskij Maxim","2019-02-11 17:25:54",2.12814
2742107,robinguo,"2019-02-11 17:26:40",13.04276
2742107,robinguo,"2019-02-11 17:45:34",1.94950
2739339,"Julian Klas","2019-02-11 18:10:01",2.79978
2734630,PaulT27,"2019-02-11 18:18:54",1.94895
2734630,PaulT27,"2019-02-11 18:20:50",1.94524
2734630,PaulT27,"2019-02-11 18:23:20",1.94464
2734630,PaulT27,"2019-02-11 18:26:48",1.94461
2734630,PaulT27,"2019-02-11 18:29:54",1.94461
2749786,andrekos,"2019-02-11 18:46:59",1.91047
2734588,Blake_Gonth,"2019-02-11 18:50:23",2.56042
2750913,XXIV_LO_NORWID_Śnieg,"2019-02-11 20:20:28",5.87429
2733507,"Netflix is all you need","2019-02-11 21:18:22",2.56051
2750867,Marek,"2019-02-11 21:45:07",1.91391
2750732,jacoporepossi,"2019-02-11 21:46:32",2.48112
2741516,LaTaza,"2019-02-11 22:12:34",13.13885
2750732,jacoporepossi,"2019-02-11 23:11:53",2.25639
2739041,Jackie,"2019-02-11 23:26:36",6.14790
2739594,"Eric Hamers","2019-02-11 23:56:23",13.11166
2737646,"B H","2019-02-12 00:17:11",1.88654
2732258,Holar,"2019-02-12 00:31:22",1.97740
2737646,"B H","2019-02-12 00:41:32",1.88380
2732258,Holar,"2019-02-12 00:43:04",1.97352
2732258,Holar,"2019-02-12 00:45:47",1.96990
2742551,"Aziz Belkhir","2019-02-12 00:47:38",6.12427
2737646,"B H","2019-02-12 00:57:55",1.88318
2746739,"Olivier St-Amand","2019-02-12 02:17:00",2.56212
2751969,YME,"2019-02-12 04:25:31",2.67065
2740048,"Tetyana Yatsenko","2019-02-12 04:34:19",1.94781
2740048,"Tetyana Yatsenko","2019-02-12 04:42:18",1.94749
2740048,"Tetyana Yatsenko","2019-02-12 04:58:50",1.91391
2738456,"Max Soloff","2019-02-12 05:38:37",13.50332
2730592,"Arunkumar V Ramanan","2019-02-12 05:50:40",1.88318
2733992,"Johan Wallgren","2019-02-12 06:07:14",2.17652
2733992,"Johan Wallgren","2019-02-12 06:47:15",2.12631
2733992,"Johan Wallgren","2019-02-12 07:58:05",2.12611
2751444,zhizhiwen,"2019-02-12 08:39:38",1.94772
2733992,"Johan Wallgren","2019-02-12 08:51:49",2.12590
2733992,"Johan Wallgren","2019-02-12 09:15:55",2.08330
2733992,"Johan Wallgren","2019-02-12 09:18:16",2.08314
2740204,"Janie Tran","2019-02-12 10:52:41",2.13817
2745809,"Aayush Jain","2019-02-12 10:58:21",7.31594
2745809,"Aayush Jain","2019-02-12 11:21:42",2.65769
2735589,"Nagaraju Oruganti","2019-02-12 11:35:52",2.13716
2735589,"Nagaraju Oruganti","2019-02-12 11:54:27",2.12063
2742437,"Max Halford","2019-02-12 13:20:28",1.85948
2731714,MarcoCarnini,"2019-02-12 13:30:33",2.57248
2738633,"Darrin Speegle","2019-02-12 14:34:06",2.68080
2742094,"Andrew Lukyanenko","2019-02-12 14:45:50",2.04361
2737156,"Shakur A","2019-02-12 15:53:46",2.81364
2749881,"Federico Wolenski","2019-02-12 16:07:43",2.13740
2754286,"John Doe","2019-02-12 16:32:46",15.59007
2742599,Matthew,"2019-02-12 16:33:03",2.51928
2754286,"John Doe","2019-02-12 16:34:07",3.23345
2754286,"John Doe","2019-02-12 16:35:25",3.12176
2754290,carissa,"2019-02-12 16:36:02",3.19252
2750586,Jaqueline,"2019-02-12 17:12:06",9.43182
2750586,Jaqueline,"2019-02-12 17:13:13",8.47814
2742970,"Andrey Nikishaev","2019-02-12 17:17:00",1.90389
2742970,"Andrey Nikishaev","2019-02-12 17:17:22",1.89768
2742970,"Andrey Nikishaev","2019-02-12 17:18:36",1.87881
2742970,"Andrey Nikishaev","2019-02-12 17:19:35",1.87581
2742094,"Andrew Lukyanenko","2019-02-12 17:30:41",2.03714
2750586,Jaqueline,"2019-02-12 17:46:15",3.86395
2749881,"Federico Wolenski","2019-02-12 17:53:24",2.13038
2742564,"Omar Aref","2019-02-12 18:07:45",2.17840
2747978,RafailFridman,"2019-02-12 18:26:49",5.17472
2749881,"Federico Wolenski","2019-02-12 18:35:37",2.05187
2749786,andrekos,"2019-02-12 18:38:55",1.90818
2749691,CHAZ,"2019-02-12 19:20:16",2.14375
2739347,"Adrian L","2019-02-12 19:24:08",2.14769
2749786,andrekos,"2019-02-12 19:40:29",1.90475
2749691,CHAZ,"2019-02-12 20:04:22",2.12123
2754831,XXIV_LO_NORWID_Budzyn,"2019-02-12 20:04:46",6.15413
2752612,"Adam Nikowitz","2019-02-12 20:11:21",2.93473
2752612,"Adam Nikowitz","2019-02-12 20:18:24",2.72893
2747978,RafailFridman,"2019-02-12 20:41:29",2.58749
2752612,"Adam Nikowitz","2019-02-12 20:48:27",2.25363
2750586,Jaqueline,"2019-02-12 21:08:40",2.45819
2755360,predictt,"2019-02-12 21:22:37",1.94208
2747978,RafailFridman,"2019-02-12 21:32:25",2.48633
2747978,RafailFridman,"2019-02-12 21:40:03",2.44022
2746118,StruZZo,"2019-02-12 21:55:57",1.94895
2752612,"Adam Nikowitz","2019-02-12 22:04:15",2.24768
2741079,quamer23,"2019-02-12 22:08:25",2.31874
2738156,"Hanz. YU","2019-02-12 22:34:55",2.30427
2755360,predictt,"2019-02-12 22:43:13",1.91391
2739295,arj7192,"2019-02-12 23:01:56",1.97573
2754430,"Riku Suzuki","2019-02-12 23:08:17",1.97549
2739295,arj7192,"2019-02-12 23:10:16",1.95572
2739868,aratoshi,"2019-02-12 23:35:12",3.26691
2734630,PaulT27,"2019-02-13 01:27:01",1.88318
2735534,Bongo,"2019-02-13 02:13:03",2.80796
2743069,Shahwaiz,"2019-02-13 02:59:30",3.10307
2738938,ra_molina,"2019-02-13 04:10:46",2.11286
2733992,"Johan Wallgren","2019-02-13 05:39:52",2.08224
2756112,"Jiaxiang Li","2019-02-13 05:42:42",2.06112
2733992,"Johan Wallgren","2019-02-13 05:43:49",2.08123
2756112,"Jiaxiang Li","2019-02-13 05:46:55",2.04686
2733992,"Johan Wallgren","2019-02-13 06:00:43",2.08068
2733992,"Johan Wallgren","2019-02-13 06:54:08",2.07691
2735117,JinHao,"2019-02-13 06:55:03",1.94912
2756590,Prastut,"2019-02-13 06:55:07",2.94867
2735117,JinHao,"2019-02-13 07:11:08",1.94154
2738171,FadeoN,"2019-02-13 07:44:29",3.50740
2735902,rp_learning_team,"2019-02-13 08:07:52",2.04034
2756951,"[TensorMusic] Patryk Binkowski","2019-02-13 08:28:51",1.88318
2735117,JinHao,"2019-02-13 08:30:11",1.91339
2737646,"B H","2019-02-13 08:55:13",1.87871
2735117,JinHao,"2019-02-13 08:55:54",1.90733
2742551,"Aziz Belkhir","2019-02-13 08:56:16",5.60195
2742551,"Aziz Belkhir","2019-02-13 09:17:09",3.79074
2735117,JinHao,"2019-02-13 09:23:43",1.90469
2731135,"Yusuke Nakayama","2019-02-13 09:28:32",2.21599
2749881,"Federico Wolenski","2019-02-13 09:30:07",2.01572
2737646,"B H","2019-02-13 09:48:56",1.87095
2749881,"Federico Wolenski","2019-02-13 09:50:46",2.01183
2737646,"B H","2019-02-13 10:02:27",1.87078
2737646,"B H","2019-02-13 10:16:31",1.87007
2747978,RafailFridman,"2019-02-13 10:46:38",2.35757
2740265,anshu,"2019-02-13 11:11:28",2.05148
2742970,"Andrey Nikishaev","2019-02-13 11:31:08",1.87007
2742970,"Andrey Nikishaev","2019-02-13 11:31:25",1.86377
2742970,"Andrey Nikishaev","2019-02-13 11:32:06",1.85992
2742970,"Andrey Nikishaev","2019-02-13 11:36:55",1.85853
2735798,NerdWithNerf,"2019-02-13 11:37:50",2.57659
2749881,"Federico Wolenski","2019-02-13 12:19:04",1.99215
2740807,swwintels,"2019-02-13 12:58:44",3.79138
2731135,"Yusuke Nakayama","2019-02-13 13:03:13",2.19988
2740807,swwintels,"2019-02-13 13:04:17",2.92837
2740807,swwintels,"2019-02-13 13:13:04",2.89608
